title,Distributor,Genre,release_date,budget,Domestic Sales (in $),International Sales (in $),Domestic Sales (as % of total Revenue),International Sales (as % of total Revenue),Revenue,Profit/Loss,vote_average
Men in Black II,Sony Pictures Entertainment (SPE),"Action, Adventure, Comedy, Mystery, Sci-Fi",2002-07-03,140000000.0,193735288,251400000,43.52%,56.48%,445135288,305135288.0,6.0
Madagascar,DreamWorks Distribution,"Adventure, Animation, Comedy, Family",2005-05-25,75000000.0,193595521,348468325,35.71%,64.29%,542063846,467063846.0,6.6
22 Jump Street,Sony Pictures Entertainment (SPE),"Action, Comedy, Crime",2014-06-05,50000000.0,191719337,139614539,57.86%,42.14%,331333876,281333876.0,7.0
Cars 2,Walt Disney Studios Motion Pictures,"Adventure, Animation, Comedy, Family, Sport",2011-06-11,200000000.0,191452396,368400000,34.20%,65.80%,559852396,359852396.0,5.8
Teenage Mutant Ninja Turtles,Paramount Pictures,"Action, Adventure, Animation, Comedy, Sci-Fi",2014-08-07,125000000.0,191204754,293800000,39.42%,60.58%,485004754,360004754.0,5.8
Grease,Paramount Pictures,"Comedy, Musical, Romance",1978-07-07,6000000.0,190071103,206200000,47.96%,52.04%,396271103,390271103.0,7.2
Wreck-It Ralph,Walt Disney Studios Motion Pictures,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi",2012-11-01,165000000.0,189422889,281800000,40.20%,59.80%,471222889,306222889.0,7.1
Interstellar,Paramount Pictures,"Adventure, Drama, Sci-Fi",2014-11-05,165000000.0,188020017,513709189,26.79%,73.21%,701729206,536729206.0,8.1
The Polar Express,Warner Bros.,"Adventure, Animation, Comedy, Family, Fantasy, Musical",2004-11-10,165000000.0,187935490,126279964,59.81%,40.19%,314215454,149215454.0,6.4
Gladiator,DreamWorks Distribution,"Action, Adventure, Drama",2000-05-01,103000000.0,187705427,277675375,40.33%,59.67%,465380802,362380802.0,7.9
The Croods,Twentieth Century Fox,"Adventure, Animation, Comedy, Family, Fantasy",2013-03-20,135000000.0,187168425,400067558,31.87%,68.13%,587235983,452235983.0,6.8
Sherlock Holmes: A Game of Shadows,Warner Bros.,"Action, Adventure, Mystery",2011-11-22,125000000.0,186848418,357000000,34.36%,65.64%,543848418,418848418.0,7.0
The Day After Tomorrow,Twentieth Century Fox,"Action, Adventure, Sci-Fi, Thriller",2004-05-26,125000000.0,186740799,365898772,33.79%,66.21%,552639571,427639571.0,6.2
Mr. & Mrs. Smith,Twentieth Century Fox,"Action, Comedy, Crime, Thriller",2005-06-07,110000000.0,186336279,300951367,38.24%,61.76%,487287646,377287646.0,6.5
Snow White and the Seven Dwarfs,Walt Disney Studios Motion Pictures,"Adventure, Animation, Family, Fantasy, Musical, Romance",1937-12-20,1488423.0,184925486,184925486,50.00%,50.00%,369850972,368362549.0,6.9
Pitch Perfect 2,Universal Pictures,"Comedy, Music",2015-05-07,29000000.0,184296230,102847849,64.18%,35.82%,287144079,258144079.0,6.8
Dances with Wolves,Orion Pictures,"Adventure, Drama, Western",1990-11-09,22000000.0,184208848,240000000,43.42%,56.58%,424208848,402208848.0,7.6
Batman Forever,Warner Bros.,"Action, Adventure",1995-05-31,100000000.0,184069126,152498032,54.69%,45.31%,336567158,236567158.0,5.2
The Fugitive,Warner Bros.,"Action, Crime, Drama, Mystery, Thriller",1993-08-06,44000000.0,183875760,185000000,49.85%,50.15%,368875760,324875760.0,7.2
The Revenant,Twentieth Century Fox,"Action, Adventure, Drama, History, Western",2015-12-25,135000000.0,183637894,349312609,34.46%,65.54%,532950503,397950503.0,7.3
Ocean's Eleven,Warner Bros.,"Crime, Thriller",2001-12-07,85000000.0,183417150,267300000,40.69%,59.31%,450717150,365717150.0,7.2
The Simpsons Movie,Twentieth Century Fox,"Adventure, Animation, Comedy",2007-07-25,75000000.0,183135014,353279279,34.14%,65.86%,536414293,461414293.0,6.9
What Women Want,Paramount Pictures,"Comedy, Fantasy, Romance",2000-12-15,70000000.0,182811707,191300000,48.87%,51.13%,374111707,304111707.0,6.1
The Perfect Storm,Warner Bros.,"Action, Adventure, Drama, Thriller",2000-03-15,120000000.0,182618434,146100000,55.55%,44.45%,328718434,208718434.0,6.2
Lincoln,Walt Disney Studios Motion Pictures,"Biography, Drama, History, War",2012-11-09,65000000.0,182207973,93085477,66.19%,33.81%,275293450,210293450.0,6.7
Liar Liar,Universal Pictures,"Comedy, Fantasy",1997-03-21,45000000.0,181410615,121300000,59.93%,40.07%,302710615,257710615.0,6.4
Jurassic Park III,Universal Pictures,"Action, Adventure, Sci-Fi, Thriller",2001-07-18,93000000.0,181171875,187608934,49.13%,50.87%,368780809,275780809.0,5.7
Thor,Paramount Pictures,"Action, Adventure, Fantasy",2011-04-21,150000000.0,181030624,268295994,40.29%,59.71%,449326618,299326618.0,6.6
Mission: Impossible,Paramount Pictures,"Action, Adventure, Thriller",1996-05-22,80000000.0,180981856,276714535,39.54%,60.46%,457696391,377696391.0,6.7
Ant-Man,Walt Disney Studios Motion Pictures,"Action, Adventure, Comedy, Sci-Fi",2015-07-14,130000000.0,180202163,339109802,34.70%,65.30%,519311965,389311965.0,7.0
Planet of the Apes,Twentieth Century Fox,"Action, Adventure, Sci-Fi, Thriller",2001-07-25,100000000.0,180011740,182200000,49.70%,50.30%,362211740,262211740.0,5.6
Madagascar: Escape 2 Africa,DreamWorks,"Adventure, Animation, Comedy, Family",2008-10-30,150000000.0,180010950,423889404,29.81%,70.19%,603900354,453900354.0,6.2
X-Men Origins: Wolverine,Twentieth Century Fox,"Action, Sci-Fi",2009-04-28,150000000.0,179883157,193179707,48.22%,51.78%,373062864,223062864.0,6.2
Indiana Jones and the Temple of Doom,Paramount Pictures,"Action, Adventure",1984-05-23,28000000.0,179870271,153237000,54.00%,46.00%,333107271,305107271.0,7.1
Hitch,Sony Pictures Entertainment (SPE),"Comedy, Romance",2005-02-10,70000000.0,179495555,192098655,48.30%,51.70%,371594210,301594210.0,6.4
Men in Black 3,Sony Pictures Entertainment (SPE),"Action, Adventure, Comedy, Sci-Fi",2012-05-23,225000000.0,179020854,445005922,28.69%,71.31%,624026776,399026776.0,6.2
Pretty Woman,Walt Disney Studios Motion Pictures,"Comedy, Romance",1990-03-23,14000000.0,178406268,285000000,38.50%,61.50%,463406268,449406268.0,7.0
Home,Twentieth Century Fox,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi",2015-03-18,135000000.0,177397510,208644097,45.95%,54.05%,386041607,251041607.0,6.8
Night at the Museum: Battle of the Smithsonian,Twentieth Century Fox,"Adventure, Comedy, Family, Fantasy",2009-05-20,150000000.0,177243721,235862449,42.91%,57.09%,413106170,263106170.0,5.9
Tootsie,Columbia Pictures,"Comedy, Drama, Romance",1982-12-16,21000000.0,177200000,177200000,50.00%,50.00%,354400000,333400000.0,6.9
How to Train Your Dragon 2,Twentieth Century Fox,"Action, Adventure, Animation, Comedy, Family, Fantasy",2014-06-12,145000000.0,177002924,444534595,28.48%,71.52%,621537519,476537519.0,7.6
Rise of the Planet of the Apes,Twentieth Century Fox,"Action, Drama, Sci-Fi, Thriller",2011-08-03,93000000.0,176760185,305040688,36.69%,63.31%,481800873,388800873.0,7.0
Captain America: The First Avenger,Paramount Pictures,"Action, Adventure, Sci-Fi",2011-07-22,140000000.0,176654505,193915269,47.67%,52.33%,370569774,230569774.0,6.6
Elf,New Line Cinema,"Adventure, Comedy, Family, Fantasy, Romance",2003-10-09,32000000.0,176630408,47223328,78.90%,21.10%,223853736,191853736.0,6.4
The Karate Kid,Sony Pictures Entertainment (SPE),"Action, Drama, Family, Sport",1984-06-22,8000000.0,176591618,182534404,49.17%,50.83%,359126022,351126022.0,6.9
There's Something About Mary,Twentieth Century Fox,"Comedy, Romance",1998-07-15,23000000.0,176484651,193400000,47.71%,52.29%,369884651,346884651.0,6.5
Ice Age,Twentieth Century Fox,"Adventure, Animation, Comedy, Family",2002-03-10,59000000.0,176387405,206869731,46.02%,53.98%,383257136,324257136.0,7.1
The Bourne Supremacy,Universal Pictures,"Action, Mystery, Thriller",2004-07-23,75000000.0,176241941,114593328,60.60%,39.40%,290835269,215835269.0,7.2
Apollo 13,Universal Pictures,"Adventure, Drama, History",1995-06-30,52000000.0,173837933,181077570,48.98%,51.02%,354915503,302915503.0,7.3
Home Alone 2: Lost in New York,Twentieth Century Fox,"Adventure, Comedy, Crime, Family",1992-11-19,18000000.0,173585516,185409334,48.35%,51.65%,358994850,340994850.0,6.3
National Treasure,Walt Disney Studios Motion Pictures,"Action, Adventure, Mystery, Thriller",2004-11-19,100000000.0,173008894,174503424,49.78%,50.22%,347512318,247512318.0,6.4
Air Force One,Sony Pictures Entertainment (SPE),"Action, Drama, Thriller",1997-07-25,85000000.0,172956409,142200000,54.88%,45.12%,315156409,230156409.0,6.2
Rain Man,Metro-Goldwyn-Mayer (MGM),Drama,1988-12-11,25000000.0,172825435,182000000,48.71%,51.29%,354825435,329825435.0,7.6
TRON: Legacy,Walt Disney Studios Motion Pictures,"Action, Adventure, Sci-Fi",2010-12-10,170000000.0,172062763,228001089,43.01%,56.99%,400063852,230063852.0,6.3
The Matrix,Warner Bros.,"Action, Sci-Fi",1999-03-30,63000000.0,171479930,295145800,36.75%,63.25%,466625730,403625730.0,7.9
True Grit,Paramount Pictures,"Drama, Western",2010-12-22,38000000.0,171243005,81033922,67.88%,32.12%,252276927,214276927.0,7.2
A Beautiful Mind,Universal Pictures,"Biography, Drama",2001-12-11,60000000.0,170742341,146048916,53.90%,46.10%,316791257,256791257.0,7.7
Chicago,Miramax,"Comedy, Crime, Musical",2002-12-26,45000000.0,170687518,136089214,55.64%,44.36%,306776732,261776732.0,6.9
The Help,Walt Disney Studios Motion Pictures,Drama,2011-08-09,25000000.0,169708112,46931000,78.34%,21.66%,216639112,191639112.0,7.8
Hotel Transylvania 2,Sony Pictures Entertainment (SPE),"Adventure, Animation, Comedy, Family, Fantasy, Horror",2015-09-21,80000000.0,169700110,305486596,35.71%,64.29%,475186706,395186706.0,6.7
Bridesmaids,Universal Pictures,"Comedy, Romance",2011-04-28,32500000.0,169106725,119276798,58.64%,41.36%,288383523,255883523.0,6.5
Quantum of Solace,Sony Pictures Entertainment (SPE),"Action, Adventure, Thriller",2008-10-30,200000000.0,168368427,421212055,28.56%,71.44%,589580482,389580482.0,6.1
Wild Hogs,Walt Disney Studios Motion Pictures,"Action, Adventure, Comedy",2007-03-02,60000000.0,168273550,85351877,66.35%,33.65%,253625427,193625427.0,5.6
Three Men and a Baby,Walt Disney Studios Motion Pictures,"Comedy, Drama, Family",1987-11-27,11000000.0,167780960,167780960,50.00%,50.00%,335561920,324561920.0,5.8
Gone Girl,Twentieth Century Fox,"Drama, Mystery, Thriller",2014-10-01,61000000.0,167767189,201563174,45.42%,54.58%,369330363,308330363.0,7.9
Casino Royale,Sony Pictures Entertainment (SPE),"Action, Adventure, Thriller",2006-11-14,150000000.0,167445960,449056952,27.16%,72.84%,616502912,466502912.0,7.3
Meet the Parents,Universal Pictures,"Comedy, Romance",2000-10-06,55000000.0,166244045,164200000,50.31%,49.69%,330444045,275444045.0,6.6
Fifty Shades of Grey,Universal Pictures,"Drama, Romance, Thriller",2015-02-11,40000000.0,166167230,403484237,29.17%,70.83%,569651467,529651467.0,5.2
2012,Sony Pictures Entertainment (SPE),"Action, Adventure, Sci-Fi",2009-10-10,200000000.0,166112167,625105659,20.99%,79.01%,791217826,591217826.0,5.6
Robin Hood: Prince of Thieves,Warner Bros.,"Action, Adventure, Drama, Romance",1991-06-14,48000000.0,165493908,225000000,42.38%,57.62%,390493908,342493908.0,6.6
Kung Fu Panda 2,DreamWorks,"Action, Adventure, Animation, Comedy, Family, Fantasy",2011-05-25,150000000.0,165249063,500443218,24.82%,75.18%,665692281,515692281.0,6.7
Catch Me If You Can,DreamWorks Distribution,"Biography, Crime, Drama",2002-12-25,52000000.0,164615351,187498961,46.75%,53.25%,352114312,300114312.0,7.7
The Proposal,Walt Disney Studios Motion Pictures,"Comedy, Drama, Romance",2009-06-01,40000000.0,163958031,153417000,51.66%,48.34%,317375031,277375031.0,6.7
The Pursuit of Happyness,Sony Pictures Entertainment (SPE),"Biography, Drama",2006-12-14,55000000.0,163566459,143561166,53.26%,46.74%,307127625,252127625.0,7.7
Big Daddy,Sony Pictures Entertainment (SPE),"Comedy, Drama",1999-06-25,34200000.0,163479795,71322100,69.62%,30.38%,234801895,200601895.0,6.1
Clash of the Titans,Warner Bros.,"Action, Adventure, Fantasy",2010-04-01,125000000.0,163214888,330000105,33.09%,66.91%,493214993,368214993.0,5.6
The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,"Adventure, Animation, Comedy, Family, Fantasy",2015-02-05,74000000.0,162994032,162192000,50.12%,49.88%,325186032,251186032.0,5.8
Batman Returns,Warner Bros.,"Action, Crime, Fantasy",1992-06-19,80000000.0,162902340,103990656,61.04%,38.96%,266892996,186892996.0,6.6
Django Unchained,The Weinstein Company,"Drama, Western",2012-12-25,100000000.0,162805434,263268939,38.21%,61.79%,426074373,326074373.0,7.8
A Bug's Life,Walt Disney Studios Motion Pictures,"Adventure, Animation, Comedy, Family, Fantasy",1998-11-25,120000000.0,162798565,200460294,44.82%,55.18%,363258859,243258859.0,6.8
Jason Bourne,Universal Pictures,"Action, Thriller",2016-07-27,120000000.0,162434410,253050504,39.10%,60.90%,415484914,295484914.0,5.9
Grown Ups,Sony Pictures Entertainment (SPE),Comedy,2010-06-24,80000000.0,162001186,109456115,59.68%,40.32%,271457301,191457301.0,6.0
The Waterboy,Walt Disney Studios Motion Pictures,"Comedy, Sport",1998-11-06,23000000.0,161491646,24500000,86.83%,13.17%,185991646,162991646.0,5.9
Ice Age: Continental Drift,Twentieth Century Fox,"Adventure, Animation, Comedy, Family",2012-06-26,95000000.0,161321843,715922939,18.39%,81.61%,877244782,782244782.0,6.2
Straight Outta Compton,Universal Pictures,"Biography, Drama, History, Music",2015-08-13,28000000.0,161197785,40437206,79.95%,20.05%,201634991,173634991.0,7.7
Die Another Day,Metro-Goldwyn-Mayer (MGM),"Action, Adventure, Thriller",2002-11-17,140000000.0,160942139,271028977,37.26%,62.74%,431971116,291971116.0,5.8
Shark Tale,DreamWorks Distribution,"Adventure, Animation, Comedy, Family, Thriller",2004-09-20,75000000.0,160861908,213721971,42.94%,57.06%,374583879,299583879.0,5.8
The Heat,Twentieth Century Fox,"Action, Comedy, Crime",2013-06-27,43000000.0,159582188,70348583,69.40%,30.60%,229930771,186930771.0,6.5
Halloween,Universal Pictures,"Crime, Horror, Thriller",1978-10-25,300000.0,159342015,96272926,62.34%,37.66%,255614941,255314941.0,7.4
Star Trek Beyond,Paramount Pictures,"Action, Adventure, Sci-Fi, Thriller",2016-07-07,185000000.0,158848340,184623476,46.25%,53.75%,343471816,158471816.0,6.6
The Firm,Paramount Pictures,"Drama, Mystery, Thriller",1993-06-30,42000000.0,158348367,111900000,58.59%,41.41%,270248367,228248367.0,6.6
The Longest Yard,Paramount Pictures,"Comedy, Crime, Sport",2005-05-19,82000000.0,158119460,33347096,82.58%,17.42%,191466556,109466556.0,6.2
X-Men,Twentieth Century Fox,"Action, Adventure, Sci-Fi",2000-07-13,75000000.0,157299718,139039810,53.08%,46.92%,296339528,221339528.0,6.8
What Lies Beneath,DreamWorks Distribution,"Drama, Horror, Mystery, Thriller",2000-07-21,100000000.0,155464351,135956000,53.35%,46.65%,291420351,191420351.0,6.3
X-Men: Apocalypse,Twentieth Century Fox,"Action, Adventure, Sci-Fi",2016-05-18,178000000.0,155442489,388491616,28.58%,71.42%,543934105,365934105.0,6.4
Snow White and the Huntsman,Universal Pictures,"Action, Adventure, Drama, Fantasy",2012-05-30,170000000.0,155332381,241260448,39.17%,60.83%,396592829,226592829.0,5.8
San Andreas,Warner Bros.,"Action, Adventure, Thriller",2015-05-27,110000000.0,155190832,318818322,32.74%,67.26%,474009154,364009154.0,6.0
Over the Hedge,DreamWorks,"Adventure, Animation, Comedy, Family",2006-04-22,80000000.0,155019340,184776550,45.62%,54.38%,339795890,259795890.0,6.3
Fantastic Four,Twentieth Century Fox,"Action, Adventure, Fantasy, Sci-Fi",2015-08-05,120000000.0,154696080,178839854,46.38%,53.62%,333535934,213535934.0,4.4
Mad Max: Fury Road,Warner Bros.,"Action, Adventure, Sci-Fi, Thriller",2015-05-13,150000000.0,154058340,221600410,41.01%,58.99%,375658750,225658750.0,7.2
Jerry Maguire,Sony Pictures Entertainment (SPE),"Comedy, Drama, Romance, Sport",1996-12-06,50000000.0,153952592,119600000,56.28%,43.72%,273552592,223552592.0,6.7
Scooby-Doo,Warner Bros.,"Adventure, Comedy, Family, Fantasy, Mystery",2002-06-14,84000000.0,153294164,122356539,55.61%,44.39%,275650703,191650703.0,5.4
Runaway Bride,Paramount Pictures,"Comedy, Romance",1999-07-30,70000000.0,152257509,157202783,49.20%,50.80%,309460292,239460292.0,5.7
Divergent,Lionsgate,"Action, Adventure, Mystery, Sci-Fi",2014-03-14,85000000.0,150947895,137937923,52.25%,47.75%,288885818,203885818.0,6.9
We're the Millers,Warner Bros.,"Comedy, Crime",2013-08-07,37000000.0,150394119,119600000,55.70%,44.30%,269994119,232994119.0,6.8
Terminator 3: Rise of the Machines,Warner Bros.,"Action, Sci-Fi",2003-07-02,200000000.0,150371112,283000000,34.70%,65.30%,433371112,233371112.0,5.9
Daddy's Home,Paramount Pictures,"Comedy, Family",2015-12-25,50000000.0,150357137,92429000,61.93%,38.07%,242786137,192786137.0,5.8
G.I. Joe: The Rise of Cobra,Paramount Pictures,"Action, Adventure, Sci-Fi, Thriller",2009-08-04,175000000.0,150201498,152267519,49.66%,50.34%,302469017,127469017.0,5.6
Neighbors,Universal Pictures,Comedy,2014-05-08,18000000.0,150157400,120507734,55.48%,44.52%,270665134,252665134.0,6.2
American Hustle,Sony Pictures Entertainment (SPE),"Crime, Drama",2013-12-12,40000000.0,150117807,101054000,59.77%,40.23%,251171807,211171807.0,6.8
Puss in Boots,DreamWorks,"Adventure, Animation, Comedy, Family, Fantasy",2011-10-28,130000000.0,149260504,405726973,26.89%,73.11%,554987477,424987477.0,6.4
Les Misérables,Universal Pictures,"Drama, Musical, Romance",2012-12-18,61000000.0,148809770,293489539,33.64%,66.36%,442299309,381299309.0,7.1
Knocked Up,Universal Pictures,"Comedy, Romance",2007-06-01,30000000.0,148768917,71153500,67.65%,32.35%,219922417,189922417.0,6.2
As Good as It Gets,Sony Pictures Entertainment (SPE),"Comedy, Drama, Romance",1997-12-19,50000000.0,148478011,165700000,47.26%,52.74%,314178011,264178011.0,7.2
Little Fockers,Universal Pictures,"Comedy, Romance",2010-12-21,100000000.0,148438600,162211985,47.78%,52.22%,310650585,210650585.0,5.4
Megamind,DreamWorks,"Action, Animation, Comedy, Crime, Family, Mystery, Sci-Fi, Thriller",2010-10-28,130000000.0,148415853,173469912,46.11%,53.89%,321885765,191885765.0,6.7
Hotel Transylvania,Sony Pictures Entertainment (SPE),"Animation, Comedy, Family, Fantasy, Horror",2012-09-20,85000000.0,148313048,210062555,41.38%,58.62%,358375603,273375603.0,6.8
Talladega Nights: The Ballad of Ricky Bobby,Sony Pictures Entertainment (SPE),"Comedy, Sport",2006-08-04,72500000.0,148213377,15148718,90.73%,9.27%,163362095,90862095.0,6.2
Gran Torino,Warner Bros.,Drama,2008-12-09,33000000.0,148095302,121862926,54.86%,45.14%,269958228,236958228.0,7.8
X-Men: First Class,Twentieth Century Fox,"Action, Adventure, Sci-Fi",2011-05-24,160000000.0,146408305,206208385,41.52%,58.48%,352616690,192616690.0,7.1
Paul Blart: Mall Cop,Sony Pictures Entertainment (SPE),"Action, Comedy, Crime, Family",2009-01-15,26000000.0,146336178,37012251,79.81%,20.19%,183348429,157348429.0,5.2
True Lies,Twentieth Century Fox,"Action, Comedy, Thriller",1994-07-14,115000000.0,146282411,232600000,38.61%,61.39%,378882411,263882411.0,6.8
Lilo & Stitch,Walt Disney Studios Motion Pictures,"Adventure, Animation, Comedy, Drama, Family, Fantasy, Sci-Fi",2002-06-21,80000000.0,145794338,127349813,53.38%,46.62%,273144151,193144151.0,7.1
The Santa Clause,Walt Disney Studios Motion Pictures,"Comedy, Drama, Family, Fantasy",1994-11-10,22000000.0,145539357,45000000,76.38%,23.62%,190539357,168539357.0,6.3
American Pie 2,Universal Pictures,Comedy,2001-08-10,30000000.0,145103595,142450000,50.46%,49.54%,287553595,257553595.0,6.0
Taken,Twentieth Century Fox,"Action, Crime, Thriller",2008-02-18,25000000.0,145000989,81836771,63.92%,36.08%,226837760,201837760.0,7.2
The Great Gatsby,Warner Bros.,"Drama, Romance",2013-05-10,105000000.0,144840419,208801855,40.96%,59.04%,353642274,248642274.0,7.3
"I, Robot",Twentieth Century Fox,"Action, Mystery, Sci-Fi, Thriller",2004-07-15,120000000.0,144801023,208332875,41.00%,59.00%,353133898,233133898.0,6.7
Lethal Weapon 3,Warner Bros.,"Action, Crime, Thriller",1992-05-15,35000000.0,144731527,177000000,44.99%,55.01%,321731527,286731527.0,6.4
The Fast and the Furious,Universal Pictures,"Action, Crime, Thriller",2001-06-22,38000000.0,144533925,62771584,69.72%,30.28%,207305509,169305509.0,6.6
Mamma Mia!,Universal Pictures,"Comedy, Musical, Romance",2008-07-03,52000000.0,144169664,467088155,23.59%,76.41%,611257819,559257819.0,6.4
Doctor Dolittle,Twentieth Century Fox,"Comedy, Family, Fantasy",1998-06-22,71000000.0,144156605,150300000,48.96%,51.04%,294456605,223456605.0,5.4
Rio,Twentieth Century Fox,"Adventure, Animation, Comedy, Family, Music, Musical",2011-04-03,90000000.0,143619809,340246709,29.68%,70.32%,483866518,393866518.0,6.5
Kung Fu Panda 3,Twentieth Century Fox,"Action, Adventure, Animation, Comedy, Family, Fantasy",2016-01-23,145000000.0,143528619,377642206,27.54%,72.46%,521170825,376170825.0,6.7
Juno,Fox Searchlight Pictures,"Comedy, Drama",2007-12-05,7500000.0,143495265,88877416,61.75%,38.25%,232372681,224872681.0,7.0
Marley & Me,Twentieth Century Fox,"Comedy, Drama, Family",2008-12-25,60000000.0,143153751,112589342,55.98%,44.02%,255743093,195743093.0,6.9
The Smurfs,Sony Pictures Entertainment (SPE),"Adventure, Animation, Comedy, Family, Fantasy",2011-07-29,110000000.0,142614158,421135165,25.30%,74.70%,563749323,453749323.0,5.5
xXx,Revolution Studios,"Action, Adventure, Thriller",2002-08-09,70000000.0,142109382,135339000,51.22%,48.78%,277448382,207448382.0,5.8
The Chronicles of Narnia: Prince Caspian,Walt Disney Studios Motion Pictures,"Action, Adventure, Family, Fantasy",2008-05-15,225000000.0,141621490,278044078,33.75%,66.25%,419665568,194665568.0,6.3
Pocahontas,Walt Disney Studios Motion Pictures,"Adventure, Animation, Drama, Family, Musical, Romance",1995-06-14,55000000.0,141579773,204500000,40.91%,59.09%,346079773,291079773.0,6.7
A Few Good Men,Columbia Pictures,"Drama, Thriller",1992-12-11,40000000.0,141340178,101900000,58.11%,41.89%,243240178,203240178.0,7.1
Slumdog Millionaire,Fox Searchlight Pictures,"Drama, Romance",2008-05-12,15000000.0,141319928,237090614,37.35%,62.65%,378410542,363410542.0,7.6
The Blair Witch Project,Artisan Entertainment,"Horror, Mystery",1999-07-14,60000.0,140539099,108100000,56.52%,43.48%,248639099,248579099.0,6.3
Deep Impact,Paramount Pictures,"Action, Drama, Sci-Fi, Thriller",1998-05-08,75000000.0,140464664,209000000,40.19%,59.81%,349464664,274464664.0,5.9
Rush Hour 3,New Line Cinema,"Action, Comedy, Crime, Thriller",2007-08-08,140000000.0,140125968,117971154,54.29%,45.71%,258097122,118097122.0,6.1
Stuart Little,Sony Pictures Entertainment (SPE),"Adventure, Comedy, Family, Fantasy",1999-12-17,133000000.0,140035367,160100000,46.66%,53.34%,300135367,167135367.0,5.8
Taken 2,Twentieth Century Fox,"Action, Crime, Thriller",2012-09-27,45000000.0,139854287,236298168,37.18%,62.82%,376152455,331152455.0,6.1
The Matrix Revolutions,Warner Bros.,"Action, Sci-Fi",2003-11-05,150000000.0,139313948,288030377,32.60%,67.40%,427344325,277344325.0,6.4
The Santa Clause 2,Walt Disney Studios Motion Pictures,"Comedy, Family, Fantasy",2002-10-31,65000000.0,139236327,33618738,80.55%,19.45%,172855065,107855065.0,5.5
The King's Speech,The Weinstein Company,"Biography, Drama, History",2010-09-06,15000000.0,138797449,288576868,32.48%,67.52%,427374317,412374317.0,7.6
Cheaper by the Dozen,Twentieth Century Fox,"Comedy, Family",2003-12-24,40000000.0,138614544,51924086,72.75%,27.25%,190538630,150538630.0,6.0
Bad Boys II,Sony Pictures Entertainment (SPE),"Action, Comedy, Crime, Thriller",2003-07-18,130000000.0,138608444,134731112,50.71%,49.29%,273339556,143339556.0,6.3
Platoon,Orion Pictures,"Drama, War",1986-12-18,6000000.0,138530565,15067,99.99%,0.01%,138545632,132545632.0,7.5
21 Jump Street,Sony Pictures Entertainment (SPE),"Action, Comedy, Crime",2012-03-12,42000000.0,138447667,63137661,68.68%,31.32%,201585328,159585328.0,6.7
Good Will Hunting,Miramax,"Drama, Romance",1997-12-05,10000000.0,138433435,87500000,61.27%,38.73%,225933435,215933435.0,7.9
A Christmas Carol,Walt Disney Studios Motion Pictures,"Adventure, Animation, Comedy, Drama, Family, Fantasy",2009-11-04,200000000.0,137855863,187430783,42.38%,57.62%,325286646,125286646.0,6.6
Dinosaur,Walt Disney Studios Motion Pictures,"Adventure, Animation, Drama, Family, Fantasy",2000-05-19,127500000.0,137748063,212074702,39.38%,60.62%,349822765,222322765.0,6.2
The Conjuring,Warner Bros.,"Horror, Mystery, Thriller",2013-07-18,13000000.0,137400141,182890848,42.90%,57.10%,320290989,307290989.0,7.4
Click,Revolution Studios,"Comedy, Drama, Fantasy, Romance",2006-06-22,82500000.0,137355633,103329693,57.07%,42.93%,240685326,158185326.0,6.0
The Green Mile,Warner Bros.,"Crime, Drama, Fantasy, Mystery",1999-12-10,60000000.0,136801374,150000000,47.70%,52.30%,286801374,226801374.0,8.2
Ransom,Walt Disney Studios Motion Pictures,"Action, Crime, Thriller",1996-11-08,80000000.0,136492681,173000000,44.10%,55.90%,309492681,229492681.0,6.4
Argo,Warner Bros.,"Biography, Drama, Thriller",2012-10-11,44500000.0,136025503,96300000,58.55%,41.45%,232325503,187825503.0,7.1
Chicken Little,Walt Disney Studios Motion Pictures,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi",2005-11-04,150000000.0,135386665,179046172,43.06%,56.94%,314432837,164432837.0,5.6
Teenage Mutant Ninja Turtles,New Line Cinema,"Action, Adventure, Comedy, Family, Sci-Fi",2014-08-07,125000000.0,135265915,66700000,66.97%,33.03%,201965915,76965915.0,5.8
Patch Adams,Universal Pictures,"Biography, Comedy, Drama, Romance",1998-12-25,50000000.0,135026902,67266000,66.75%,33.25%,202292902,152292902.0,7.0
The Godfather,Paramount Pictures,"Crime, Drama",1972-03-14,6000000.0,134966411,111154575,54.84%,45.16%,246120986,240120986.0,8.4
Ride Along,Universal Pictures,"Action, Comedy, Crime",2014-01-07,25000000.0,134938200,19530702,87.36%,12.64%,154468902,129468902.0,6.1
The Incredible Hulk,Universal Pictures,"Action, Adventure, Sci-Fi",2008-06-12,150000000.0,134806913,129964083,50.91%,49.09%,264770996,114770996.0,6.1
Live Free or Die Hard,Twentieth Century Fox,"Action, Thriller",2007-06-20,110000000.0,134529403,253626608,34.66%,65.34%,388156011,278156011.0,6.4
Wanted,Universal Pictures,"Action, Crime, Thriller",2008-06-19,75000000.0,134508551,207954512,39.28%,60.72%,342463063,267463063.0,6.4
Identity Thief,Universal Pictures,"Comedy, Crime, Drama",2013-02-07,35000000.0,134506920,39458090,77.32%,22.68%,173965010,138965010.0,5.6
